report_date,service,program,base_year,baseline_type,prime_contractor,secondary_contractor,platform_portfolio,cohort,merger_exposure,treatment_rule,baseline_pauc_total,baseline_pauc_qty,baseline_pauc_est,current_pauc_total,current_pauc_qty,current_pauc_est,baseline_apuc_total,baseline_apuc_qty,baseline_apuc_est,current_apuc_total,current_apuc_qty,current_apuc_est
2022-12-31,Army,JLTV,2012,PdE,AM General,,Land Vehicles,0,,,22780.2,54730,0.416,23435,61733,0.38,21782,54599,0.399,22210.6,61599,0.361
2022-12-31,Army,PAC-3 MSE,2004,PdE,Lockheed Martin,Boeing,Air and Missile Defense,0,,,6220.9,1528,4.071,10303.1,3180,3.24,5760,1528,3.77,9488,3180,2.984
2022-12-31,Army,PIM,2011,PdE,BAE Systems,,"Electronics, Comms, and Sensors",0,,,6641,582,11.411,8658.2,691,12.53,5640.1,580,9.724,7611.5,689,11.047
2022-12-31,Army,PrSM,2021,DE,Lockheed Martin,,Ordnance and Missiles,0,,,6685.3,4021,1.663,6972.4,4021,1.734,5542.2,3986,1.39,5813,3986,1.459
2022-12-31,Army,UH-60M Black Hawk,2005,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,16801.7,1235,13.605,22074.1,1375,16.054,16084.2,1227,13.109,21207.4,1367,15.514
2022-12-31,Navy,AARGM-ER,2019,DE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,3442.1,2097,1.641,3315.2,2097,1.581,2693.5,2080,1.295,2590.8,2080,1.246
2022-12-31,Navy ,Advanced Arresting Gear,2016,DE,General Atomics,,Other Products,0,,,1994.1,3,664.7,2440.7,4,610.17,778.7,3,259.567,1054.4,4,263.608
2022-12-31,Navy,ACV 1.1,2014,DE,BAE Systems,,Land Vehicles,0,,,1826.9,240,7.612,4815.8,677,7.113,1015.5,204,4.978,3649.1,632,5.774
2022-12-31,Navy ,AIM-9X Block II,2011,DE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,3967.3,6000,0.661,5193.5,11635,0.446,3798,6000,0.633,4374.4,11635,0.376
2022-12-31,Navy,AMDR,2013,DE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,5735.7,22,260.714,6213.6,27,230.133,2846.9,22,174.859,4389.9,27,162.589
2022-12-31,Navy,CEC,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,2443.4,183,13.352,5422.2,366,14.815,1262.8,174,7.257,2070.9,336,6.163
2022-12-31,Navy,CH-53K,2006,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,14980.9,156,96.031,24679.8,200,123.399,11018.9,152,72.493,17782.1,196,90.725
2022-12-31,Navy,CVN 78 - CVN 78,2000,DE,Newport News,,Ships and Submarines,0,,,28701.2,3,9567.067,34485.9,4,8621.475,24825.9,3,8275.3,30313.2,4,7578.3
2022-12-31,Navy,CVN 78 - EMALS,2000,DE,General Atomics,,Ships and Submarines,0,,,2263.4,3,754.467,2416.2,4,604.05,1593.4,3,531.133,1522.3,4,380.575
2022-12-31,Navy,DDG 1000,2005,DE,General Dynamics,Raytheon,Ships and Submarines,2021,Raytheon-UTC,sub-Raytheon,19189.3,3,6396.433,20165.3,3,6271.767,10195.3,3,3398.433,10920.5,3,3640.167
2022-12-31,Navy,DDG 51,1987,PdE,General Dynamics,Northrop Grumman,Ships and Submarines,0,,,16723.8,23,727.122,80589.8,104,774.902,15745.3,23,684.578,76350,104,734.135
2022-12-31,Navy,E-2D AHE,2009,PdE,Northrop Grumman,,Aircraft,0,,,17468.6,75,232.915,22408.5,86,260.564,13281.9,70,189.741,14252.9,81,175.962
2022-12-31,Navy,EPF,2008,PdE,Austal,,Ships and Submarines,0,,,3460,18,192.222,3835.5,19,201.868,3337.8,18,185.433,3720.7,19,195.826
2022-12-31,Navy,ESB,2011,PdE,General Dynamics,,Ships and Submarines,0,,,4528.9,8,566.112,4585.8,8,573.225,4416.9,8,552.112,4468.3,8,558.538
2022-12-31,Navy,FFG-62,2020,DE,Fincantieri Marinette,,Ships and Submarines,0,,,20839.6,20,1041.98,20342.5,20,1017.125,19003,20,950.15,18502.5,20,925.125
2022-12-31,Navy,G/ATOR,2012,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2987.3,57,52.409,3103.4,53,58.555,2103.1,57,36.896,1997,53,37.679
2022-12-31,Navy,IDECM - Block 4,2008,PdE,L3Harris,BAE Systems,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-Harris,660.7,160,4.129,1352.2,425,3.182,451.2,160,2.82,990,425,2.351
2022-12-31,Navy,IRST,2008,PdE,Boeing,Lockheed Martin,"Electronics, Comms, and Sensors",0,,,1914.6,179,10.696,1968.5,173,11.379,1150.6,170,6.768,1148.2,170,6.754
2022-12-31,Navy,JPALS,2008,DE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,963.2,37,26.032,1495.6,33,45.322,202.9,25,8.116,267.1,23,11.615
2022-12-31,Navy,KC-130J,2010,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,9233.9,104,88.788,9496.6,111,85.555,9198.3,104,88.445,9458.5,111,85.212
2022-12-31,Navy,LCS Mission Modules,2010,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,6379.5,64,99.68,4929,40,123.225,4116.7,59,69.775,2524.4,35,72.126
2022-12-31,Navy,LHA 6,2006,DE,Huntington Ingalls,,Ships and Submarines,0,,,2877.4,1,2877.4,12761.9,5,2552.372,2677.5,1,2677.5,12332.2,5,2466.432
2022-12-31,Navy,LPD 17,1996,DE,Huntington Ingalls,,Ships and Submarines,0,,,12955.2,12,1079.6,27682.3,26,1064.703,12842.4,12,1070.2,27354.2,26,1052.083
2022-12-31,Navy,MQ-25,2018,DE,Boeing,,Aircraft,0,,,12618.3,76,166.03,12879.5,76,169.467,8766.1,72,121.751,9605.1,69,139.204
2022-12-31,Navy,MQ-4C UAS BAMS,2008,PdE,Northrop Grumman,,Aircraft,0,,,12224.5,70,174.636,9562.1,27,354.151,8871.2,65,136.48,4344.3,22,197.47
2022-12-31,Navy ,NGJ Mid-Band,2016,DE,Raytheon,Boeing,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,7463.7,135,55.287,7779.4,135,57.625,4002.6,131,30.554,4062.8,129,31.495
2022-12-31,Navy,NGJ Low-Band,2020,DE,L3Harris,Boeing,"Electronics, Comms, and Sensors",0,,,4116.4,135,30.492,4012.7,135,29.724,2070,135,15.333,1956.5,135,14.493
2022-12-31,Navy,OASuW Inc 1 LRASM,2014,DE,Lockheed Martin,,Ordnance and Missiles,0,,,1467.3,124,11.833,4407.4,1231,3.58,292.3,110,2.657,3000.5,1215,2.47
2022-12-31,Navy,SSC,2011,DE,Textron Systems,L3 Communications,Ships and Submarines,2020,L3-Harris,sub-L3,3925.6,73,53.775,4771.6,73,65.365,3354.4,71,47.245,4188.3,72,58.171
2022-12-31,Navy,SM-6,2004,PdE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,4866.3,1200,4.055,8423.5,2356,3.575,3949.6,1200,3.291,7588.7,2356,3.221
2022-12-31,Navy,SSBN 826,2017,DE,General Dynamics,Newport News,Ships and Submarines,0,,,100221.9,12,8351.825,93263,12,7771.917,87426.5,12,7285.542,80015.6,12,6667.967
2022-12-31,Navy,SSN 774,1995,PdE,General Dynamics,,Ships and Submarines,0,,,45633.1,30,1521.103,98562.7,51,1932.602,42228.1,30,1407.603,90750.6,51,1779.424
2022-12-31,Navy,T-AO 205 Class,2016,DE,General Dynamics,,Ships and Submarines,0,,,8543.5,17,502.559,11669.5,20,583.475,8475.9,17,498.582,11604.2,20,580.21
2022-12-31,Navy,Trident II Missile,1983,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,25943.7,568,45.676,28116.6,561,50.119,17155.2,540,31.769,18668.3,533,35.025
2022-12-31,Navy ,VH-92A,2014,DE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,4649.7,23,202.161,4351.5,23,189.193,2043.6,17,120.212,1856.4,17,109.199
2022-12-31,Air Force,APT,2018,DE,Boeing,,Aircraft,0,,,8075.4,351,23.007,7677.1,351,21.872,6669,346,19.275,5959.9,346,17.225
2022-12-31,Air Force,B-52 CERP,2021,DE,Boeing,Rolls Royce,Aircraft,0,,,8959,76,117.882,9150.4,76,120.4,6757.4,74,91.316,5645,74,76.283
2022-12-31,Air Force,B-52 RMP,2021,DE,Boeing,Raytheon,"Electronics, Comms, and Sensors",0,,,2042.1,76,26.87,2238.6,76,29.455,885,74,11.959,954.8,74,12.903
2022-12-31,Air Force,EELV,2012,PdE,Boeing,Lockheed Martin,Space Systems,0,,,61443.4,152,404.233,51335.8,201,255.402,59078.3,151,391.247,46272.7,200,231.364
2022-12-31,Air Force,F-15 EPAWSS,2016,DE,Boeing,BAE Systems,"Electronics, Comms, and Sensors",0,,,4251.5,413,10.294,2953.9,206,14.339,3375,413,8.172,1856,203,9.143
2022-12-31,Air Force,FAB-T - CPT,2015,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,1639.1,95,17.254,1875.8,109,17.209,939.8,84,11.188,657.3,84,7.825
2022-12-31,Air Force,GPS IIIF,2018,DE,Lockheed Martin,,Space Systems,0,,,9273.8,22,421.536,8535.5,22,387.977,6113,20,305.65,5647.7,20,282.385
2022-12-31,Air Force,GPS OCX,2012,DE,Raytheon,,Space Systems,2021,Raytheon-UTC,prime-Raytheon,3347.2,1,3347.2,5591,1,5591,0,0,,0,0,
2022-12-31,Air Force,HH-60W,2019,PdE,Sikorsky,,Aircraft,0,,,8090.9,112,72.24,6947.2,85,81.7,6018.4,103,59.305,4707.7,75,62.8
2022-12-31,Air Force,ICBM Fuze Mod,2014,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,1814.8,781,2.324,2085.8,743,2.807,663.5,693,0.957,769.3,655,1.175
2022-12-31,Air Force,JASSM-ER,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3631.6,2531,1.435,8116.7,6252,1.298,3366.1,2500,1.346,7080.8,6221,1.138
2022-12-31,Air Force,KC-46A,2011,PdE,Boeing,Pratt & Whitney,Aircraft,2013,UTC-Goodrich,sub-UTC,43518.2,179,243.118,29569.9,179,165.194,33040.3,175,188.802,23158.7,175,132.336
2022-12-31,Air Force,LGM-35A,2020,DE,Northrop Grumman,,Ordnance and Missiles,0,,,77740.7,659,117.968,71123.4,659,107.926,47858.1,634,75.486,43546.4,634,68.685
2022-12-31,Air Force,MGUE Inc 1,2017,DE,L-3 Communications,,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-L3,1505.7,0,,1634.9,0,,0,0,,0,0,
2022-12-31,Air Force,MH-139A,2018,PdE,Boeing,,Aircraft,0,,,3308.8,84,39.39,2773,80,34.663,2422.5,80,30.281,1981.1,74,26.772
2022-12-31,Air Force,SDB II,2010,PdE,Raytheon,,Ordnance and Missiles,2021,Raytheon-UTC,prime-Raytheon,4577.5,17163,0.267,6727.3,26773,0.251,2976.3,17000,0.175,4763.8,26610,0.179
2022-12-31,Air Force,VC-25B,2018,PdE,Boeing,,Aircraft,0,,,5014,2,2507,4763.6,2,2381.8,51,0,,21.5,0,
2022-12-31,Air Force,WSF,2019,DE,Ball Aerospace,,Space Systems,0,,,982.7,2,491.35,938.9,2,469.438,0,0,,0,0,
2022-12-31,DoD,CHEM DEMIL - ACWA,1994,PdE,Bechtel,,Other Services,0,,,5413,3136,1.726,9534.2,3136,3.04,0,0,,0,0,
2022-12-31,DoD,F-35 - Aircraft,2012,DE,Lockheed Martin,Northrop Grumman,Aircraft,0,,,276482.2,2458,112.483,272774.3,2470,110.435,224333.7,2443,91.827,206200.5,2456,83.958
2022-12-31,DoD,F-35 - Engine,2012,DE,Pratt & Whitney,Hamilton Sundstrand,Aircraft,2013,UTC-Goodrich,prime-UTC,53916.4,2458,21.935,56988.3,2470,23.072,42332.9,2443,17.328,41865.3,2456,17.046
2022-12-31,DoD,JTRS HMS,2004,PdE,Harris Corporation,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,8569,329574,0.026,7994.3,255995,0.031,8104,328514,0.025,6858.7,255162,0.027
2022-12-31,DoD,MIDS,2003,PdE,BAE Systems,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,1091.4,672,1.624,5016.1,12922,0.388,523.7,630,0.831,2540.3,11942,0.213
2023-12-31,Army,AB3A Remanufacture,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,10468.7,639,16.383,12418.3,622,19.531,8856.9,634,13.97,10619.9,617,17.212
2023-12-31,Army,AMPV,2015,PdE,BAE Systems,,Land Vehicles,0,,,10724.8,2936,3.653,14271.5,2933,4.866,9736.6,2897,3.361,13157.8,2897,4.542
2023-12-31,Army,CH-47F Block II,2017,DE,Boeing,,Aircraft,0,,,16219.8,542,29.926,14580.2,542,26.901,15208.8,539,28.217,13803.3,539,25.609
2023-12-31,Army,CIRCM,2018,PdE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2537.1,1124,2.257,4697.8,2036,2.307,1782.5,1076,1.657,3772,1988,1.897
2023-12-31,Army,GMLRS/GMLRS AW,2003,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,4578.4,43795,0.105,10939.3,91781,0.119,3966.7,43560,0.091,9719.9,91320,0.106
2023-12-31,Army,IAMD,2009,DE,Northrop Grumman,,Air and Missile Defense,0,,,4806.8,296,16.239,9290.9,511,18.182,3316,285,11.635,4211,486,8.665
2023-12-31,Army,ITEP,2019,DE,General Electric,,Aircraft,0,,,12088.4,6258,1.932,12863.8,6258,2.056,10030.5,6189,1.621,10653.6,6189,1.721
2023-12-31,Army,JAGM,2015,PdE,Lockheed Martin,Aerojet Rocketdyne,Ordnance and Missiles,0,,,5669.9,26437,0.214,6334.3,26139,0.242,4691.4,26319,0.178,5262.7,26021,0.202
2023-12-31,Army,JLTV,2012,PdE,AM General,,Land Vehicles,0,,,22780.2,54730,0.416,23200.2,61746,0.376,21782,54599,0.399,21925.9,61599,0.356
2023-12-31,Army,PAC-3 MSE,2004,PdE,Lockheed Martin,Boeing,Air and Missile Defense,0,,,6220.9,1528,4.071,12031.8,3624,3.32,5760,1528,3.77,11219.8,3624,3.096
2023-12-31,Army,PIM,2011,PdE,BAE Systems,,"Electronics, Comms, and Sensors",0,,,6641,582,11.411,8704.3,691,12.597,5640.1,580,9.724,7658.1,689,11.115
2023-12-31,Army,PrSM,2021,DE,Lockheed Martin,,Ordnance and Missiles,0,,,6685.3,4021,1.663,6522.9,4021,1.622,5542.2,3986,1.39,5437.3,3986,1.364
2023-12-31,Navy,AARGM-ER,2019,DE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,3442.1,2097,1.641,3635.8,2097,1.734,2693.5,2080,1.295,2894.8,2080,1.392
2023-12-31,Navy ,Advanced Arresting Gear,2016,DE,General Atomics,,Other Products,0,,,1994.1,3,664.7,2693.3,4,673.313,778.7,3,259.567,1292.5,4,323.114
2023-12-31,Navy,ACV 1.1,2014,DE,BAE Systems,,Land Vehicles,0,,,1826.9,240,7.612,4550.8,633,7.189,1015.5,204,4.978,3395,588,5.774
2023-12-31,Navy ,AIM-9X Block II,2011,DE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,3967.3,6000,0.661,5509,11635,0.473,3798.5,6000,0.633,4672.2,11635,0.402
2023-12-31,Navy,AMDR,2013,DE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,5735.7,22,260.714,6661.7,30,222.057,3846.9,22,174.859,4815.3,30,160.51
2023-12-31,Navy,CEC,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,2443.4,183,13.352,5460.2,380,14.369,1262.8,174,7.257,2080.4,350,5.944
2023-12-31,Navy,CH-53K,2006,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,14980.9,156,96.031,29559.7,200,147.799,11018.9,152,72.493,21298.1,196,108.664
2023-12-31,Navy,CVN 78 - CVN 78,2000,DE,Newport News,,Ships and Submarines,0,,,28701.2,3,9567.067,35408,4,8852,24825.9,3,8275.3,31213.4,4,7803.35
2023-12-31,Navy,CVN 78 - EMALS,2000,DE,General Atomics,,Ships and Submarines,0,,,2263.4,3,754.467,2616.6,4,654.15,1593.4,3,531.133,1713.9,4,428.475
2023-12-31,Navy,DDG 51,1987,PdE,General Dynamics,Northrop Grumman,Ships and Submarines,0,,,16723.8,23,727.122,87000.3,109,798.168,15745.3,23,684.578,82394.9,109,755.917
2023-12-31,Navy,E-2D AHE,2009,PdE,Northrop Grumman,,Aircraft,0,,,17468.6,75,232.915,22673.7,86,263.648,13281.9,70,189.741,14257.5,81,176.019
2023-12-31,Navy,EPF,2008,PdE,Austal,,Ships and Submarines,0,,,3460,18,192.222,3571.3,19,187.965,3337.8,18,185.433,3456.6,19,181.928
2023-12-31,Navy,ESB,2011,PdE,General Dynamics,,Ships and Submarines,0,,,4528.9,8,566.112,4432,8,554.003,4416.9,8,552.112,4314.5,8,539.313
2023-12-31,Navy,FFG-62,2020,DE,Fincantieri Marinette,,Ships and Submarines,0,,,20839.6,20,1041.98,19072.4,20,953.62,19003,20,950.15,17688.3,20,884.415
2023-12-31,Navy,G/ATOR,2012,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2987.3,57,52.409,3397.4,54,62.915,2103.1,57,36.896,2132.1,54,39.483
2023-12-31,Navy,IDECM - Block 4,2008,PdE,L3Harris,BAE Systems,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-Harris,660.7,160,4.129,1591.6,425,3.745,451.2,160,2.82,1178.6,425,2.773
2023-12-31,Navy,IRST,2008,PdE,Boeing,Lockheed Martin,"Electronics, Comms, and Sensors",0,,,1914.6,179,10.696,2044.5,173,11.818,1150.6,170,6.768,1222.4,170,7.191
2023-12-31,Navy,KC-130J,2010,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,9233.9,104,88.788,9630.8,113,85.228,9198.3,104,88.445,9592.7,113,84.891
2023-12-31,Navy,LCS Mission Modules,2010,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,6379.5,64,99.68,4692.8,40,117.32,4116.7,59,69.775,2293.1,35,65.517
2023-12-31,Navy,LHA 6,2006,DE,Huntington Ingalls,,Ships and Submarines,0,,,2877.4,1,2877.4,12941.8,5,2588.36,2677.5,1,2677.5,12505.3,5,2501.06
2023-12-31,Navy,LPD 17,1996,DE,Huntington Ingalls,,Ships and Submarines,0,,,12955.2,12,1079.6,27593.4,26,1061.283,12842.4,12,1070.2,27258.6,26,1048.407
2023-12-31,Navy,MQ-25,2018,DE,Boeing,,Aircraft,0,,,12618.3,76,166.03,12701.2,76,167.121,8766.1,72,121.751,8912.2,67,133.018
2023-12-31,Navy,MQ-4C UAS BAMS,2008,PdE,Northrop Grumman,,Aircraft,0,,,12224.5,70,174.636,9703.1,27,359.373,8871.2,65,136.48,4498,22,204.456
2023-12-31,Navy ,NGJ Mid-Band,2016,DE,Raytheon,Boeing,"Electronics, Comms, and Sensors",0,,,7463.7,135,55.287,8119.5,135,60.145,4002.6,131,30.554,4197.5,129,32.539
2023-12-31,Navy,NGJ Low-Band,2020,DE,L3Harris,Boeing,"Electronics, Comms, and Sensors",0,,,4116.4,135,30.492,3542.8,135,26.243,2070,135,15.333,1952.6,135,14.464
2023-12-31,Navy,OASuW Inc 1 LRASM,2014,DE,Lockheed Martin,,Ordnance and Missiles,0,,,1467.3,124,11.833,6004.4,1612,3.725,292.3,110,2.657,4166.4,1589,2.622
2023-12-31,Navy,SSC,2011,DE,Textron Systems,L3 Communications,Ships and Submarines,2020,L3-Harris,sub-L3,3925.6,73,53.775,4980,73,68.219,3354.4,71,47.245,4393.1,72,61.015
2023-12-31,Navy,SM-6,2004,PdE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,4866.3,1200,4.055,8197.3,2478,3.308,3949.6,1200,3.291,7362.4,2478,2.971
2023-12-31,Navy,SSBN 826,2017,DE,General Dynamics,Newport News,Ships and Submarines,0,,,100221.9,12,8351.825,99097.1,12,8258.092,87426.5,12,7285.542,85711.2,12,7142.6
2023-12-31,Navy,SSN 774,1995,PdE,General Dynamics,,Ships and Submarines,0,,,45633.1,30,1521.103,101334,51,1986.941,42228.1,30,1407.603,93657,51,1836.412
2023-12-31,Navy,T-AO 205 Class,2016,DE,General Dynamics,,Ships and Submarines,0,,,8543.5,17,502.559,12470.9,20,623.543,8475.9,17,498.582,12405.6,20,620.278
2023-12-31,Air Force,APT,2018,DE,Boeing,,Aircraft,0,,,8075.4,351,23.007,7053.5,351,20.095,6669,346,19.275,5368.5,346,15.516
2023-12-31,Air Force,B-52 CERP,2021,DE,Boeing,Rolls Royce,Aircraft,0,,,8959,76,117.882,9512.4,76,125.164,6757.4,74,91.316,5767,74,77.932
2023-12-31,Air Force,B-52 RMP,2021,DE,Boeing,Raytheon,"Electronics, Comms, and Sensors",0,,,2042.1,76,26.87,2227.3,76,29.307,885,74,11.959,976.8,74,13.201
2023-12-31,Air Force,EELV,2012,PdE,Boeing,Lockheed Martin,Space systems,0,,,61443.4,152,404.233,54566.4,247,220.917,59078.3,151,391.247,49508.6,246,201.254
2023-12-31,Air Force,F-15 EPAWSS,2016,DE,Boeing,BAE Systems,"Electronics, Comms, and Sensors",0,,,4251.5,413,10.294,2878.8,200,14.394,3375,413,8.172,1841.6,195,9.444
2023-12-31,Air Force,GPS IIIF,2018,DE,Lockheed Martin,,Space Systems,0,,,9273.8,22,421.536,8454.2,22,384.28,6113,20,305.65,5563.8,20,278.192
2023-12-31,Air Force,HH-60W,2019,PdE,Sikorsky,,Aircraft,0,,,8090.9,112,72.24,6790.9,96,70.739,6108.4,103,59.305,4872.4,85,57.322
2023-12-31,Air Force,ICBM Fuze Mod,2014,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,1814.8,781,2.324,2026,743,2.727,663.5,693,0.957,734.7,655,1.122
2023-12-31,Air Force,JASSM-ER,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3631.6,2531,1.435,15259.8,12872,1.186,3366.1,2500,1.346,14233.8,12822,1.11
2023-12-31,Air Force,KC-46A,2011,PdE,Boeing,Pratt & Whitney,Aircraft,2013,UTC-Goodrich,sub-UTC,43518.2,179,243.118,32511.6,183,177.659,33040.3,175,188.802,25346.6,179,141.601
2023-12-31,Air Force,LGM-35A,2020,DE,Northrop Grumman,,Ordnance and Missiles,0,,,77740.7,659,117.968,106426.9,659,161.498,47858.4,634,75.486,57665.4,634,90.955
2023-12-31,Air Force,MH-139A,2018,PdE,Boeing,,Aircraft,0,,,3308.8,84,39.39,2052.7,42,48.874,2422.5,80,30.281,1206.8,36,33.523
2023-12-31,Air Force,SDB II,2010,PdE,Raytheon,,Ordnance and Missiles,2021,Raytheon-UTC,prime-Raytheon,4577.5,17163,0.267,6451.4,26773,0.241,2976.3,17000,0.175,4529.3,26610,0.17
2023-12-31,Air Force,VC-25B,2018,PdE,Boeing,,Aircraft,0,,,5014,2,2507,5130.9,2,2565.466,51,0,,20.2,0,
2023-12-31,Air Force,WSF,2019,DE,Ball Aerospace,,Space Systems,0,,,982.7,2,491.35,930.3,2,465.161,0,0,,0,0,
2023-12-31,DoD,F-35 - Aircraft,2012,DE,Lockheed Martin,Northrop Grumman,Aircraft,0,,,276482.2,2458,112.483,291770.4,2470,118.126,224333.7,2443,91.827,221345.2,2456,90.124
2023-12-31,DoD,F-35 - Engine,2012,DE,Pratt & Whitney,Hamilton Sundstrand,Aircraft,2013,UTC-Goodrich,prime-UTC,53916.4,2458,21.935,60957,2470,24.679,42332.9,2443,17.328,44940.1,2456,18.298
2023-12-31,DoD,JTRS HMS,2004,PdE,Harris Corporation,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,8569,329574,0.026,8019.5,255995,0.031,8104,328514,0.025,6905.1,255162,0.027
2023-12-31,DoD,MIDS,2003,PdE,BAE Systems,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,1091.4,672,1.624,4962.1,12034,0.412,523.7,630,0.831,2577.4,10963,0.235
